"100","200","300","400","500","1000","2000","5000"
"1",0.762,1,1,1,1,1,1,1
"0.8",0.568,0.999,1,1,1,1,1,1
"0.6",0.282,0.978,1,1,1,1,1,1
"0.4",0.073,0.667,0.984,1,1,1,1,1
"0.2",0.007,0.086,0.277,0.564,0.836,1,1,1
"0.1",0,0.012,0.023,0.051,0.131,0.718,1,1
"0",0,0,0.001,0,0,0.001,0,0.002
