"100","200","300","400","500","1000","2000","5000"
"1",0.026,0.014,0.017,0.008,0.013,0.001,0.007,0.144
"0.8",0.027,0.014,0.016,0.007,0.013,0.002,0.004,0.084
"0.6",0.029,0.014,0.015,0.008,0.014,0.002,0.002,0.022
"0.4",0.029,0.015,0.016,0.008,0.015,0.002,0.001,0.004
"0.2",0.03,0.015,0.017,0.01,0.015,0.002,0.001,0
"0.1",0.029,0.015,0.017,0.01,0.015,0.001,0.001,0
"0",0.028,0.015,0.017,0.01,0.014,0.001,0.001,0
