"100","200","300","400","500","1000","2000","5000"
"1",0.629,0.78,0.898,0.961,0.982,1,1,1
"0.8",0.607,0.843,0.951,0.988,0.993,1,1,1
"0.6",0.478,0.897,0.984,0.997,1,1,1,1
"0.4",0.159,0.917,0.997,1,1,1,1,1
"0.2",0.014,0.392,0.715,0.904,0.988,1,1,1
"0.1",0.004,0.104,0.193,0.32,0.46,0.919,1,1
"0",0.002,0.019,0.035,0.036,0.047,0.037,0.078,0.107
