"","V1","V2","V3"
"CI",1.19991486816406,2.75021413426796,3908.001
"CI",1.78887675757218,3.5334753367658,2984.484
"CI",1.3669802734375,3.490271569924,3272.978
"CI",1.34360546875,3.0000875,2186.36
"CI",1.4254929733964,3.51636769845355,3550.551
"CI",1.0857169921875,3.0000875,1690.766
"CI",1.23808916015625,2.8751390625,3607.856
"CI",1.50385629825557,3.0000875,2165.148
"CI",1.43188706787774,3.0000875,2305.723
"CI",1.24990625,2.8595705078125,1866.111
"CI",1.15606953125,2.8751390625,2329.925
"CI",1.953025390625,3.750128125,2574.025
"CI",1.33182744140625,3.0000875,2110.435
"CI",1.24851771043631,2.50026986959902,4336.111
"CI",1.24990625,2.60959687911533,2124.02
"CI",1.14650147104416,3.0000875,2230.086
"CI",1.23808916015624,3.0000875,2450.585
"CI",1.24990625,2.75014079417561,1849.031
"CI",1.27203698782779,3.0000875,2322.317
"CI",1.24990625,2.50009375,1584.989
"CI",1.202937890625,3.0000875,2273.037
"CI",1.624903125,3.0000875,1834.74
"CI",1.45483422851563,3.0000875,2731.988
"CI",1.44597970639168,3.50013125,3073.29
"CI",1.32829074452792,3.0000875,2906.298
"CI",1.24990625,3.00799912109375,2617.227
"CI",1.53088747634888,4.000075,3370.219
"CI",1.53107890625,3.0000875,2254.167
"CI",1.08209377173686,2.50009375,1905.1
"CI",1.07953782086782,2.50009375,2130.276
"CI",1.577941015625,4.000075,2436.584
"CI",1.41234118085927,3.0000875,2097.004
"CI",1.671727734375,3.0000875,2004.991
"CI",1.390455078125,2.99929160846223,1979.55
"CI",1.35497661662935,3.0000875,2127.06
"CI",1.34360546875,3.1251734375,1656.869
"CI",1.50720249202307,3.750128125,2329.486
"CI",1.34360546875,3.6251546875,1755.233
"CI",1.27337619123983,3.0000875,1891.212
"CI",1.24990625,2.8751390625,1308.955
"CI",1.3201056640625,3.0000875,1522.529
"CI",1.624903125,4.000075,2189.741
"CI",1.4138798828125,4.000075,1984.48
"CI",1.42554541015625,3.0000875,2342.752
"CI",1.38869395507053,3.0000875,1765.914
"CI",0,0,77.307
"CI",1.07884842413648,2.91993471777801,3595.542
"CI",1.34360546875,3.32401397737943,3121.142
"CI",1.49165462103555,3.0000875,2860.181
"CI",1.15606953125,2.8751390625,2059.534
"CI",1.4138361328125,3.0000875,2505.897
"CI",1.624903125,3.81268984375,1378.589
"CI",1.624903125,3.0000875,817.155
"CI",0.934186051270568,2.56268046875,3318.636
"CI",1.20574322034401,2.81266484375,2396.962
"CI",1.24990625,3.0000875,1840.716
"CI",1.5656996997257,6.05500045629812,2073.537
"CI",1.24834161376953,3.0000875,3624.332
"CI",1.53107890625,3.0000875,1498.664
"CI",1.37128804931641,3.37905236402214,2908.596
"CI",1.52491431362628,3.0000875,2404.174
"CI",1.43645827420881,4.000075,4966.17
"CI",1.34360546875,3.0000875,1503.567
"CI",1.624903125,2.50009375,1522.265
"CI",1.624903125,3.40648002095094,1627.11
"CI",1.624903125,3.0000875,1957.817
"CI",1.64234985351562,3.93763828125,3304.185
"CI",1.390455078125,2.95534353027344,2081.447
"CI",1.29186737126907,3.6988488232952,7036.664
"CI",1.90615078125,4.000075,2861.527
"CI",1.624903125,4.000075,1221.032
"CI",1.24990625,2.81198515866491,1985.579
"CI",1.36659741377298,2.8595705078125,2125.01
"CI",1.34360546875,3.0000875,2206.345
"CI",1.23808916015625,2.8751390625,2353.527
"CI",1.57451978937827,4.000075,1997.829
"CI",1.16241498540991,3.05060644649366,4381.707
"CI",1.34360546875,3.0000875,1935.063
"CI",1.624903125,4.000075,1233.627
"CI",1.24990625,3.0000875,1572.726
"CI",1.624903125,3.38793358460638,1901.918
"CI",1.39552828787968,3.0000875,2500.482
"CI",1.390455078125,3.0000875,1641.9
"CI",1.06156313999256,3.63138479395913,3557.327
"CI",1.24990625,3.0000875,1555.3
"CI",1.34360546875,3.031433984375,1656.461
"CI",1.32085475615455,2.96505200195313,2510.274
"CI",1.2263720703125,3.0000875,1848.546
"CI",1.24990625,2.50009375,1019.356
"CI",1.24298887061771,3.14469227023423,3543.526
"CI",1.34360546875,3.0000875,2020.04
"CI",1.624903125,3.8908107421875,1724.196
"CI",1.24990625,3.0000875,984.02
"CI",1.24990625,3.62976605600826,1872.176
"CI",1.624903125,4.000075,2083.665
"CI",1.390455078125,3.0000875,2114.837
"CI",1.69411658981524,4.000075,2999.675
"CI",1.10915116179492,2.71936009741589,3106.036
"CI",1.24990625,2.89166846748777,2651.293
"CI",1.41330307714544,3.13491741883529,3403.444
"CI",1.21157632476017,2.50009375,2099.697
"CI",1.41875772752168,4.000075,3607.429
"CI",1.24907393188477,3.0000875,3838.706
"CI",1.38334102034185,3.0000875,2927.059
"CI",1.24250480098813,2.63307177734375,3701.923
"CI",1.01246292404534,2.70189446963049,2253.129
"CI",1.02409758300781,2.50009375,1640.49
"CI",1.24990625,2.50009375,1103.384
"CI",1.48314395011332,3.69553974609375,2107.046
"CI",1.33588513259287,4.000075,2969.908
"CI",1.24990625,2.87523432537352,3152.445
"CI",1.30605146510799,4.000075,1670.324
"CI",1.67156142654419,4.50014375,2798.035
"CI",1.624903125,3.6251546875,1870.866
"CI",1.37211004971812,4.000075,3048.01
"CI",1.296705859375,3.0000875,2230.744
"CI",1.624903125,3.6251546875,1535.131
"CI",1.24681728494938,2.8751390625,2991.739
"CI",1.29143043024049,2.906451171875,2572.815
"CI",1.624903125,3.8228998773007,2384.604
"CI",1.66123095393609,4.000075,2610.217
"CI",1.4607107421875,3.1096001953125,2781.742
"CI",1.624903125,2.968900390625,1733.698
"CI",1.5075728515625,3.0000875,2395.855
"CI",1.24990625,2.4845314453125,1572.199
"CI",1.6013720703125,3.750128125,2343.324
"CI",1.53107890625,3.0000875,1769.975
"CI",1.24990625,2.50009375,1426.324
"CI",1.3863924725671,3.15845773133079,4755.913
"CI",1.37943938420422,3.01433915390253,2120.802
"CI",1.24990625,3.06268046875,2964.455
"CI",1.53107890625,3.10419304268315,2742.855
"CI",1.624903125,4.000075,1398.145
"CI",1.624903125,3.0000875,1310.568
"CI",1.54142813838981,3.0000875,1863.924
"CI",1.624903125,3.41792178276649,1614.278
"CI",1.390455078125,3.0000875,1153.683
"CI",1.23069097900391,3.03146417327449,3466.196
"CI",1.14426494140625,3.0000875,2092.806
"CI",1.45907135424014,3.96699494992085,3137.546
"CI",1.624903125,3.40640735989559,3052.433
"CI",1.671727734375,3.93763828125,1726.095
"CI",1.8124015625,3.0000875,1674.69
"CI",1.624903125,3.71640668070232,1476.726
"CI",1.202937890625,2.8751390625,2396.14
"CI",1.27307146072388,3.0000875,3021.385
"CI",1.2263720703125,2.8942150905316,3958.55
"CI",1.2263720703125,2.87423610046593,2783.926
"CI",1.34360546875,3.0000875,2137.562
"CI",1.43022354813668,3.6251546875,2171.1
"CI",1.202937890625,3.03459800886598,3386.877
"CI",1.67709858717708,4.000075,2015.945
"CI",1.23808916015625,3.17905251122365,5081.719
"CI",1.2732810546875,3.0000875,2243.667
"CI",1.6482654296875,4.000075,2578.54
"CI",1.0623328125,2.43764453125,1251.525
"CI",1.0856919921875,3.00214040527344,2822.694
"CI",1.4373546875,3.19876658678475,2360.073
"CI",1.07981469726563,2.50009375,1730.89
"CI",1.624903125,3.750128125,912.464
"CI",1.624903125,4.000075,1806.991
"CI",1.624903125,3.6251546875,2113.925
"CI",1.624903125,3.0000875,2152.826
"CI",1.15587808914185,3.0000875,3372.789
