"","l","h","t"
"1",0.600712865217882,1.93484349886036,0.00400000000000134
"1",0.298967054370075,1.70642373291582,0.00499999999999901
"1",0.951490441633466,3.11900846797969,0.00499999999999901
"1",-0.610915217095127,2.19573720595336,0.00600000000000023
"1",0.713811015077578,2.34995336071987,0.00500000000000256
"1",-0.0931818884575076,1.31532487519195,0.00800000000000267
"1",-1.92658496021315,5.42344326515733,0.00499999999999901
"1",0.54647822318337,1.99567196861386,0.00499999999999901
"1",-0.235726167981329,1.8888662844195,0.00500000000000256
"1",0.484692224108386,1.83099022901986,0.00399999999999778
"1",0.84853221792042,3.6692379719353,0.00500000000000256
"1",0.321282317068941,3.02997705573395,0.00600000000000023
"1",-0.101905415421882,1.92107131260703,0.00700000000000145
"1",1.94837086266065,4.85221870034689,0.00499999999999901
"1",1.43953660889624,3.03903164601049,0.00500000000000256
"1",-0.746687107350111,5.76383253959459,0.00499999999999901
"1",0.310615354693594,2.31017684258189,0.00500000000000256
"1",-0.0237235267010901,2.48976375966871,0.00600000000000023
"1",0.59504355621452,2.40411997011812,0.0069999999999979
"1",-0.103794182275806,1.74991579244654,0.00499999999999901
"1",-0.582072223463045,0.791732130472049,0.00499999999999901
"1",0.507568487919784,2.08568341180525,0.00500000000000256
"1",0.557036750758233,2.06217689966537,0.00499999999999901
"1",0.537431907006826,2.37453398401079,0.00600000000000023
"1",-1.76965909907111,5.7509533347077,0.00500000000000256
"1",-0.386122430523146,1.25900349717859,0.00600000000000023
"1",0.0898640595967025,2.80689229561253,0.00600000000000023
"1",0.107221895069169,2.24896228534036,0.00700000000000145
"1",-0.168266280755557,1.92975725884594,0.00700000000000145
"1",0.218591416524355,1.64661597621004,0.00499999999999901
"1",0.47741154984557,2.38172999800746,0.00600000000000023
"1",0.089270542891008,1.76014566759645,0.00600000000000023
"1",0.104834552261891,2.91399339597378,0.00600000000000023
"1",0.466896561849528,2.61578273766747,0.00499999999999901
"1",-1.1131613395468,2.98788495665787,0.00600000000000023
"1",-0.43994608940218,1.9861438743811,0.00499999999999901
"1",0.708291957655732,2.91594596970631,0.00799999999999912
"1",-2.72390494799536,5.22347467978959,0.00600000000000023
"1",-0.04075846816886,4.54078102765521,0.00599999999999667
"1",0.982614030776514,2.58311513870078,0.00499999999999901
"1",-3.04692750103435,5.238278899558,0.00499999999999901
"1",0.171354546750793,2.11125103550306,0.00499999999999901
"1",0.643520844580816,2.45299963662301,0.0069999999999979
"1",0.264718349462397,3.07422586175833,0.00600000000000023
