"","l","h","t"
"1",0.688075539439315,2.48971881183175,0.00799999999999912
"1",0.759615960776115,2.48134562696707,0.00600000000000023
"1",1.33480077243302,3.66987396256587,0.00500000000000256
"1",-1.21708382459646,4.35191852611309,0.00600000000000023
"1",0.818082470545186,2.11873245904306,0.00600000000000023
"1",0.738654882065123,2.09008961366618,0.00799999999999912
"1",0.367855853225648,1.26274310654736,0.00600000000000023
"1",0.307526534795475,2.3610800867945,0.00499999999999901
"1",0.802503090125203,2.17446454933948,0.00499999999999901
"1",0.696452195993859,1.8450118998283,0.00500000000000256
"1",1.02371718894632,2.78999843357951,0.00999999999999801
"1",0.659502762482613,2.04098821138486,0.00500000000000256
"1",1.13188993364354,3.19576512085749,0.00600000000000023
"1",0.970847833788299,2.75362937784149,0.00600000000000023
"1",0.278629177211357,2.02951234109465,0.0120000000000005
"1",0.591146824622632,1.9187380005939,0.00599999999999667
"1",0.474157402767283,2.00090172977219,0.00499999999999901
"1",1.16296531663102,2.11777581770404,0.00599999999999667
"1",0.480534929372416,2.32023286818324,0.00600000000000023
"1",1.57106738994882,3.76979130514859,0.0119999999999969
"1",0.533842917867469,2.23497551454292,0.00700000000000145
"1",1.46550860771226,3.24477886670893,0.00600000000000023
"1",0.0986458629232518,1.75123308691019,0.0069999999999979
"1",1.07443441035595,2.08080129959739,0.0069999999999979
"1",0.529146221668023,2.08318864745721,0.00600000000000023
"1",1.32729322451675,2.50121202858419,0.00900000000000034
"1",-1.58776339103208,5.68707288163024,0.00799999999999912
"1",1.10502137647537,2.59458532210632,0.0259999999999998
"1",0.935947399184957,2.28029216299721,0.00900000000000034
"1",0.702305070055526,2.1187824790223,0.00600000000000023
"1",0.856127627698941,2.03961552072832,0.0109999999999992
"1",0.424733076141541,1.99454270039402,0.00700000000000145
"1",0.755851827453176,1.88319586850431,0.0069999999999979
"1",1.21133935174571,2.89394347092549,0.00700000000000145
"1",0.53417686753092,2.27231219009882,0.00700000000000145
"1",0.760685006606462,1.8989504870702,0.00700000000000145
"1",0.584179452937054,3.64610199635841,0.00900000000000034
"1",1.26843370398395,2.59612662842453,0.00800000000000267
"1",0.812482997921081,2.11003709636524,0.0069999999999979
"1",0.318510361428313,7.33679675144058,0.00800000000000267
"1",0.867319982899791,1.98061547826354,0.0069999999999979
"1",0.92587383061199,2.31666381851128,0.00700000000000145
"1",0.481640568533055,2.43226639378308,0.00900000000000034
"1",1.14737926066546,2.71766660337921,0.00799999999999912
"1",0.74185775778538,2.08815444970599,0.00800000000000267
"1",0.836025948881836,2.9828714549199,0.0069999999999979
"1",0.543237858434284,1.94138207383298,0.00800000000000267
"1",0.551235403008868,1.80337242672685,0.00799999999999912
"1",0.778375951655822,1.86938794739176,0.00800000000000267
"1",0.795083493023523,2.08903239734964,0.0119999999999969
"1",1.01644361305673,2.16379786476326,0.00800000000000267
"1",0.653258379139056,2.17977206670678,0.0069999999999979
"1",0.165706316967755,1.92680628195484,0.00700000000000145
"1",0.815346131047251,2.03853865303603,0.0069999999999979
"1",0.619211757193233,3.65271012057161,0.00799999999999912
"1",1.05118305262249,2.83666245699677,0.0109999999999992
"1",0.680064276224471,2.67298831280193,0.00799999999999912
"1",0.501251655684689,2.62559912917574,0.00699999999999967
"1",0.133504045291629,1.41645301913684,0.00799999999999912
"1",0.42005649241367,2.11742752451989,0.0080000000000009
"1",0.388558952811252,2.81658118545175,0.00799999999999912
"1",-0.0154562495457893,1.5077676363974,0.00799999999999912
"1",0.920382107699847,2.40124893306881,0.00900000000000034
"1",0.628339914368957,2.6334470379819,0.00600000000000023
"1",0.411313520839417,1.29701722032705,0.00699999999999967
"1",0.327806014127646,3.44381698711196,0.00699999999999967
"1",0.802272253672499,2.86935455267097,0.0169999999999995
"1",-0.119303849349827,2.46369991735018,0.00699999999999967
"1",0.278591205238888,3.96209637524925,0.00999999999999979
"1",0.900223401910278,2.70048610891627,0.00600000000000023
"1",0.77913875358486,2.5697983230196,0.00699999999999967
"1",0.85172231781272,1.87599994461302,0.00600000000000023
"1",1.19545753150722,3.7821478984261,0.0100000000000016
"1",0.551618546844066,1.9475911542207,0.00699999999999967
"1",1.15880735280377,2.54113983018068,0.00600000000000023
"1",0.291832327918309,1.68731436178977,0.00600000000000023
"1",0.446091354970755,2.73042177081052,0.00599999999999845
"1",0.927695240368612,1.91152997747773,0.00600000000000023
"1",0.622993574996126,2.23147953903053,0.00600000000000023
"1",0.262894715480508,3.14936073365333,0.00699999999999967
"1",0.880546377863041,2.36073094662443,0.00599999999999845
"1",0.38151024075951,1.6543132039104,0.00699999999999967
"1",0.696341545925249,2.47378067662373,0.00600000000000023
"1",-0.131177550152246,1.98714421326341,0.00600000000000023
"1",0.509442858453342,1.80467350295683,0.00700000000000145
"1",0.521161314496742,1.90312894124209,0.00600000000000023
"1",0.979146504058584,2.49247052643329,0.00700000000000145
"1",0.565857549361689,1.92867413185944,0.00600000000000023
"1",0.510553444421279,1.51031092241373,0.00500000000000078
"1",-0.231317726236156,0.927360154753289,0.00600000000000023
"1",-1.47047604659641,5.56082388824829,0.00700000000000145
"1",0.538719455961309,1.89941217053997,0.00699999999999967
"1",0.339138240225469,1.66684959655481,0.00699999999999967
"1",0.568549591185488,2.16422439969592,0.00600000000000023
"1",0.421468552019025,1.40543640124561,0.00599999999999845
"1",0.975877288492346,1.8741002107329,0.00799999999999912
"1",0.199666207308331,2.69965440296443,0.00600000000000023
"1",-0.266051268054322,3.02067465349121,0.00600000000000023
"1",0.588203422033558,2.31588810019336,0.00699999999999967
"1",1.40551382466575,2.37895060154106,0.00600000000000023
"1",0.942921914743232,2.5061345368231,0.00600000000000023
"1",0.611852661794695,2.14581995309391,0.00600000000000023
"1",0.457182154943221,2.2330005072726,0.00600000000000023
"1",0.856056781696369,2.07046847085486,0.00600000000000023
"1",1.0267167994806,2.17328988409273,0.00699999999999967
"1",0.524574144705034,3.71259145714871,0.00499999999999901
"1",-0.0219413506096749,2.34055414233503,0.00699999999999967
"1",0.507848932812522,2.78303507932129,0.00800000000000001
"1",0.754440089177759,2.13598780483568,0.00699999999999967
"1",1.10018956358266,2.74678628030485,0.00600000000000023
"1",0.826520746229573,1.80321518052875,0.00600000000000023
"1",0.53974384918397,2.20401075974097,0.00600000000000023
"1",0.203043695445481,1.83747197019784,0.00600000000000023
"1",0.599773885660843,2.38155563454611,0.00600000000000023
"1",0.044585005306924,1.39024786505929,0.00600000000000023
"1",0.841480788936697,2.69076289979462,0.00600000000000023
"1",0.303073701358681,3.73239387566745,0.00600000000000023
"1",-0.277305530863001,4.44300137999445,0.00600000000000023
"1",0.279926307257886,3.30755229592116,0.00600000000000023
"1",1.0897662595814,2.00883543239813,0.00799999999999912
"1",0.549758514603796,2.23577443125052,0.00500000000000256
"1",1.20861487066603,2.92621445257064,0.00600000000000023
"1",0.166848964932383,2.72438699100722,0.00700000000000145
"1",0.118085836286669,1.51413535327344,0.00600000000000023
"1",0.857227288261789,2.25826845251306,0.00600000000000023
"1",0.324249885814726,1.89899005544367,0.00600000000000023
"1",0.211881687677037,2.12785627726923,0.00900000000000034
"1",0.58931065753026,2.01719491278522,0.00499999999999901
"1",0.518217994423213,1.55164480924927,0.00499999999999901
"1",0.834524683668078,1.97515823137441,0.00600000000000023
"1",0.44285501517574,2.69505936961486,0.00500000000000256
"1",0.604427481939036,1.9502699235196,0.00799999999999912
"1",0.875099754683802,2.39086424264637,0.0120000000000005
"1",-0.497215280924331,2.53571493299409,0.00500000000000256
"1",1.05982244532042,2.41189017471622,0.00499999999999901
"1",0.817205519729478,2.47484044678875,0.00800000000000267
"1",1.40674006920137,3.36862097273992,0.00600000000000023
"1",0.632448163392126,1.98756098898298,0.00600000000000023
"1",0.844681882583304,2.97952778186206,0.00600000000000023
"1",0.830344188498405,2.61906224803085,0.00600000000000023
"1",0.0484773890040658,1.06425705814338,0.00600000000000023
"1",0.70600141400872,2.38501257317074,0.00500000000000256
"1",0.355985085472525,2.4657409068363,0.00499999999999901
"1",1.84880321468743,4.13688485629454,0.00600000000000023
"1",1.53542514440401,2.95892555539552,0.00499999999999901
"1",0.878715426991932,2.17557707380282,0.00799999999999912
"1",-0.0312450981612079,1.24577363325028,0.00600000000000023
"1",0.724344986449052,2.10464983345165,0.00600000000000023
"1",0.342043906963223,2.75317978876556,0.00500000000000256
"1",0.776474910065123,1.98583822883365,0.00600000000000023
"1",0.202623794392526,1.35852237077023,0.00499999999999901
"1",0.146292731801503,2.24990053554856,0.0120000000000005
"1",0.670449325007618,1.87877931289563,0.00600000000000023
"1",0.677818759416111,2.12845751436332,0.00499999999999901
"1",0.605246422205333,3.08731264316674,0.00600000000000023
"1",0.843456599413343,2.54270105713447,0.00500000000000256
"1",0.418508178189945,1.55141188971289,0.00600000000000023
"1",0.468655206873419,2.43307174859838,0.00600000000000023
"1",-0.604153776941465,3.97365559279997,0.00499999999999901
"1",0.434044529459668,2.12413647968506,0.00600000000000023
"1",0.891925885876637,1.79610848949811,0.0069999999999979
"1",1.16975869611569,2.58531251667692,0.00600000000000023
"1",0.394749067664804,2.18684997534377,0.00499999999999901
"1",0.669911526824854,2.23817142841178,0.00499999999999901
"1",0.972538299481969,3.15994083279761,0.00499999999999901
"1",0.48842778077598,2.4244636608193,0.00500000000000256
"1",0.83856952660293,2.0135955069243,0.00600000000000023
"1",0.605996684693577,2.82851615365709,0.00499999999999901
"1",0.71851526862982,2.3629656039422,0.00499999999999901
"1",0.417294659145484,3.53347500571248,0.00600000000000023
"1",0.557353566964724,2.52612312740587,0.00499999999999901
"1",0.58779500943118,2.30590411793155,0.00500000000000256
