"","V1","V2","V3"
"CI",0.745046198897193,5.250134375,625.552
"CI",0.4999125,3.46147108139813,1076.154
"CI",0.85494416525007,8.250109375,819.946
"CI",0.4999125,10,356.102
"CI",1.624903125,6.00005,543.389
"CI",0.546724609375,3.750128125,720.164
"CI",0.96854609375,5.50010625,1053.166
"CI",0.598504323974421,8.12480601658425,812.918
"CI",0.621399035587828,6.00005,718.909
"CI",0.4999125,4.000075,514.455
"CI",1.624903125,10,307.269
"CI",1.43684640144939,10,365.361
"CI",0.4999125,5.50026726608276,1026.404
"CI",0.8044255859375,6.00005,940.643
"CI",0.4999125,3.0000875,186.19
"CI",1.60137187173438,10,551.822
"CI",0.90800948699577,5.96813244513375,880.086
"CI",0.358603293084454,4.000075,1195.41
"CI",0.59358671875,10,641.025
"CI",0.4999125,3.0000875,360.101
"CI",0.4999125,6.00005,336.42
"CI",0.4999125,3.0000875,520.884
"CI",1.24990625,10,239.843
"CI",0.874859375,10,581.3
"CI",1.707480230063,4.02764318944617,671.075
"CI",0.5701306640625,5.50010625,547.569
"CI",0.4999125,3.0000875,325.837
"CI",0.309539753077154,3.57407531564212,1206.491
"CI",0.404581668041994,3.0000875,1279.465
"CI",0.824924633789063,10,613.412
"CI",1.41670694486274,3.15576814853855,474.592
"CI",0.4999125,3.75012812499833,624.118
"CI",1.20293457945888,6.00005,1150.405
"CI",0.792789933773908,10,480.705
"CI",1.24990625,10,419.412
"CI",1.24990625,10,281.356
"CI",0.570140038526621,3.0000875,422.789
"CI",0.921035510630633,10,375.988
"CI",0.286901587473375,3.0000875,571.565
"CI",1.00256531874448,2.50009375,850.435
"CI",0.4999125,10,337.987
"CI",0.67555166015625,4.000075,496.234
"CI",0.777178818473567,10,629.103
"CI",1.24990625,10,202.361
"CI",0.4999125,4.000075,463.651
"CI",0.582911503250421,3.19429916937535,675.088
"CI",0.4999125,6.00005,507.2
"CI",1.24990625,6.00005,362.587
"CI",0.124840625,9.87570406646332,1053.111
"CI",0.4999125,3.0000875,557.702
"CI",0.4999125,5.87377879258591,1069.381
"CI",0.956154339538207,10,673.552
"CI",0.6873609375,4.000075,351.536
"CI",1.25493817388544,5.50010625,916.988
"CI",0.99013724189254,10,311.262
