"","V1","V2","V3"
"CI",-10,10,76.433
"CI",-10,10,4.718
"CI",-10,10,4.636
"CI",-10,10,4.663
"CI",-10,10,4.577
"CI",-10,10,4.488
"CI",-10,10,4.608
"CI",-10,10,4.525
"CI",-10,10,4.593
"CI",-10,10,4.694
"CI",-10,10,4.522
"CI",-10,10,4.655
"CI",-10,10,4.279
"CI",-4.00005,10,255.347
"CI",-10,10,4.48
"CI",-10,10,4.581
"CI",-10,10,4.605
"CI",0,0,70.785
"CI",-10,10,4.686
"CI",-10,10,4.609
"CI",-10,10,4.537
"CI",-10,10,4.517
"CI",-10,10,121.515
"CI",-10,10,4.62
"CI",-10,10,4.619
"CI",-10,10,4.6
"CI",-10,10,4.637
"CI",-10,10,4.627
"CI",-10,10,166.889
"CI",-10,10,4.608
"CI",-10,10,4.264
"CI",-10,10,4.671
"CI",-10,10,4.555
"CI",-10,10,4.516
"CI",-10,10,4.566
"CI",-10,10,4.548
"CI",-10,10,109.915
"CI",-10,10,4.607
"CI",-10,10,4.638
"CI",-10,10,4.547
"CI",-10,10,4.576
"CI",-10,10,4.409
"CI",-10,10,109.553
"CI",-10,10,4.593
"CI",-10,10,4.449
"CI",-10,10,4.548
"CI",-10,10,201.898
"CI",-10,10,207.178
"CI",-10,10,143.219
"CI",-10,10,4.57
"CI",-10,10,4.7
"CI",-10,10,4.639
"CI",-10,10,4.435
"CI",-10,10,3.663
"CI",-10,10,4.47
"CI",-10,10,4.597
"CI",-10,10,4.33
"CI",-10,10,4.398
"CI",-10,10,4.42
"CI",1.77125354030024,10,168.848
"CI",-10,10,4.649
"CI",-10,10,4.625
"CI",-10,10,4.596
"CI",-10,10,4.523
"CI",-10,10,4.514
"CI",-10,10,4.585
"CI",-10,10,4.308
"CI",-10,10,4.398
"CI",-10,10,4.4
"CI",-10,10,4.612
"CI",-10,10,4.48
"CI",-10,10,4.618
"CI",-10,10,4.322
"CI",-10,10,4.326
"CI",-10,10,4.641
"CI",-10,10,3.624
"CI",-10,10,4.201
"CI",-10,10,4.199
"CI",-10,10,4.604
"CI",-10,10,4.382
"CI",-10,7.31302729739596,131.752
"CI",-10,10,4.631
"CI",-10,10,4.571
"CI",-10,10,3.765
"CI",-10,10,4.667
"CI",-10,10,4.426
"CI",-10,10,4.248
"CI",-10,10,4.638
"CI",-10,10,4.34
"CI",-10,10,4.57
"CI",-10,10,4.533
"CI",-10,10,4.454
"CI",-10,10,78.093
"CI",-10,10,4.584
"CI",-10,10,4.144
"CI",-10,10,4.146
"CI",-10,10,214.554
"CI",-10,10,4.301
"CI",-10,10,4.529
"CI",-10,10,4.577
"CI",-10,10,4.447
"CI",-10,10,4.24
"CI",-10,10,4.509
"CI",-10,10,4.543
"CI",-10,10,4.35
"CI",-10,10,3.633
"CI",-10,10,4.342
"CI",-10,10,3.734
"CI",0,0,43.839
"CI",-10,10,3.62
"CI",-10,10,4.343
"CI",-10,10,3.702
"CI",-10,10,3.621
"CI",-10,10,4.48
"CI",-10,10,4.528
"CI",-10,10,4.432
"CI",-10,10,78.902
"CI",-10,10,4.554
"CI",-10,10,4.295
"CI",-10,10,3.59
"CI",-10,10,3.707
"CI",-10,10,27.698
"CI",-10,10,39.854
"CI",-10,10,4.441
"CI",-10,10,3.524
"CI",-10,10,3.444
"CI",-10,10,3.579
"CI",-10,10,128.925
"CI",-10,10,3.184
"CI",-10,10,41.084
"CI",-10,10,3.112
"CI",-10,10,3.145
"CI",-10,10,3.15
"CI",-4.00005,10,95.306
"CI",-10,10,3.326
"CI",-10,10,3.073
"CI",-10,10,3.104
"CI",-10,10,3.096
