"","l","h","t"
"1",1.81475617797609,2.15668527842772,0.0069999999999979
"1",1.97647824974496,2.35618470807038,0.0069999999999979
"1",1.8031400231113,2.14998506061476,0.0069999999999979
"1",1.86077285305115,2.21100444442912,0.0069999999999979
"1",1.78480270653282,2.13508154383853,0.00999999999999801
"1",1.80031670579457,2.14965904550117,0.00799999999999557
"1",1.81207683424664,2.17433055697708,0.0069999999999979
"1",1.73544971343409,2.07746971378919,0.00800000000000267
"1",1.78430854701475,2.11573937973415,0.00800000000000267
"1",1.81792803578162,2.1669633637731,0.00800000000000267
"1",1.81382935089133,2.15690081739932,0.007000000000005
"1",1.74986883057488,2.08180869915014,0.00900000000000034
"1",1.91938541466091,2.27085112340002,0.007000000000005
"1",1.8286381152902,2.16858678158807,0.007000000000005
"1",1.79070662179971,2.14600486299834,0.007000000000005
"1",1.7506956614374,2.08985314628652,0.0069999999999979
"1",1.89221297288745,2.24170554838039,0.007000000000005
"1",1.84930108541894,2.19596477686223,0.0069999999999979
"1",1.81113241113562,2.16114753755749,0.00800000000000267
"1",1.90591281457795,2.26925175939936,0.00800000000000267
"1",1.82471852833915,2.1902522414187,0.00800000000000267
"1",1.87516605629293,2.23269569037649,0.00799999999999557
"1",1.74366415139583,2.07191406177344,0.00799999999999912
"1",1.91962981781823,2.27694601060447,0.00799999999999912
"1",1.68471027544285,2.01899058353093,0.00800000000000267
"1",1.81434970303182,2.15063196392273,0.00799999999999912
"1",1.7793414523059,2.12113065247092,0.00700000000000145
"1",1.68566021538939,2.02221081733503,0.00799999999999912
"1",1.88141710508722,2.22466468499964,0.00799999999999912
"1",1.87351637686975,2.22364147717199,0.0100000000000016
"1",1.80660063709219,2.15241849013443,0.00799999999999912
"1",1.71762957620711,2.04967657616308,0.00799999999999912
"1",1.86043773360028,2.22281265662959,0.00800000000000267
"1",1.78159102069126,2.11846669519964,0.00799999999999912
"1",1.86410241200101,2.219040199686,0.0330000000000013
"1",1.99351332974204,2.35273431566576,0.00800000000000267
"1",1.79013209626143,2.12882424412861,0.00700000000000145
"1",1.89328870925693,2.24014772784299,0.00799999999999912
"1",1.83853747987715,2.1826138588794,0.00700000000000145
"1",1.89146525472245,2.24892871904715,0.0239999999999974
"1",2.0226470160232,2.3879166818451,0.00700000000000145
"1",1.78319009822976,2.12541353477553,0.00799999999999912
"1",1.84500723061086,2.1946780810344,0.0120000000000005
"1",1.87218106318807,2.23052857834243,0.0109999999999992
"1",1.59738391481468,1.92649386680421,0.00799999999999912
"1",1.63847015442302,1.97368702584177,0.00799999999999912
"1",1.90865779717543,2.26476997217635,0.0150000000000006
"1",1.86739045835772,2.22432923232736,0.0069999999999979
"1",1.86867286305692,2.21565419837573,0.00700000000000145
"1",1.77405927851683,2.12289362250244,0.00800000000000267
"1",1.74821834277086,2.08818836389575,0.0069999999999979
"1",1.9335289928628,2.28701764443125,0.00800000000000267
"1",1.88581355414137,2.24956700037805,0.0069999999999979
"1",1.85141889952823,2.20055188421131,0.00800000000000267
"1",1.85001727979936,2.19086605785147,0.0069999999999979
"1",1.83463217425758,2.16907726968443,0.00800000000000267
"1",1.87506903010792,2.21298854154272,0.00799999999999912
"1",1.8378318004684,2.20037989283586,0.0120000000000005
"1",1.85297214359946,2.20848661127883,0.00800000000000267
"1",1.71111036540124,2.06414168588465,0.00700000000000145
"1",1.83986347258089,2.18166956450232,0.00700000000000145
"1",1.63386794934605,1.97066223226407,0.0069999999999979
"1",1.76452041218177,2.10597198459917,0.00900000000000034
"1",1.72036100044092,2.05466444519675,0.0130000000000017
"1",1.78103978272958,2.12337926963733,0.00799999999999912
"1",1.89101888988605,2.24680760291701,0.00799999999999912
"1",1.7980075891247,2.14507711194018,0.00700000000000145
"1",1.83170920233131,2.18989678482932,0.00799999999999912
"1",1.91476836848081,2.26200871426051,0.00799999999999912
