"","V1","V2","V3"
"CI",1.109375,10,1704.915
"CI",0.65966796875,10,1583.29
"CI",0.475830078125,10,2267.186
"CI",0.8837890625,10,929.792
"CI",0.777587890625,5.8818359375,3606.484
"CI",0.76220703125,8.6572265625,3162.647
"CI",0.7578125,10,1573.907
"CI",0.194580078125,6.14453125,6821.368
"CI",0.78125,10,1446.085
"CI",0.50439453125,9.3095703125,2875.683
"CI",0.406982421875,3.5341796875,3935.579
"CI",0.82958984375,5.865234375,5309.775
"CI",0.97314453125,10,1802.802
"CI",0.483154296875,5.9921875,6279.285
"CI",1.296142578125,10,1583.6
"CI",1.154052734375,10,1637.358
"CI",-0.250732421875,3.9072265625,3292.499
"CI",0.546875,4.0927734375,5251.76
"CI",0.93212890625,9.78515625,3857.503
"CI",-0.490234375,6.6142578125,5244.007
"CI",0.972412109375,10,1876.925
"CI",0.08837890625,10,2399.491
"CI",1.765625,10,2935.417
"CI",0.96728515625,9.7255859375,4409.382
"CI",-0.40673828125,3.9990234375,4989.949
"CI",-0.035400390625,10,2921.054
"CI",0.94384765625,10,2002.856
"CI",0.768798828125,10,1616.834
"CI",1.272705078125,10,1340.631
"CI",0.864013671875,3.5068359375,5708.909
"CI",0.939453125,10,2987.557
"CI",0.68603515625,7.935546875,3727.039
"CI",0.7578125,10,711.69
"CI",0.661865234375,8.994140625,5471.119
"CI",0.62890625,10,5058.898
"CI",-1.000732421875,10,2580.909
"CI",1.43896484375,10,1933.452
"CI",0.512451171875,10,1323.832
"CI",0.58056640625,8.8212890625,3469.299
"CI",0.4208984375,4.908203125,5008.146
"CI",0.974609375,8.30078125,4179.943
"CI",0.500732421875,6.2529296875,5197.685
"CI",0.496337890625,9.1240234375,4307.817
"CI",-0.250732421875,9.001953125,4558.634
"CI",-0.253662109375,10,2853.672
"CI",0.532958984375,10,2015.407
"CI",0.875732421875,6.328125,5779.38
"CI",1.391357421875,10,4018.888
"CI",2.66670147319175,10,3062.415
"CI",0.663330078125,10,2179.586
"CI",0.382080078125,7.1640625,4050.906
"CI",1.20166015625,7.5,3855.917
"CI",0.29052734375,7.9775390625,3963.401
"CI",1.014892578125,10,2137.682
"CI",0.37109375,10,2926.648
"CI",1.15625,10,1654.72
"CI",0.259765625,10,2997.234
"CI",1.398681640625,10,2297.023
"CI",0.63916015625,10,2840.219
"CI",1.958984375,10,2411.876
"CI",0.29638671875,8.021484375,3623.806
"CI",-1.00146484375,10,4335.548
