"","l","h","t"
"1",-0.657730790343474,1.62913635045349,0.0069999999999979
"1",-0.352589613530316,1.74368534216338,0.00700000000000145
"1",-3.46051087776253,3.26681045682037,0.00600000000000023
"1",-1.94708740122519,4.60560386467635,0.00600000000000023
"1",-1.85766211473574,3.63009790062763,0.00600000000000023
"1",-2.41031471085857,4.74283642289329,0.00600000000000023
"1",-1.90538891773574,4.08255205145332,0.00499999999999901
"1",-2.38466972688379,4.68789215655861,0.00600000000000023
"1",-0.882240980201842,5.46642545161972,0.00600000000000023
"1",-0.127218775374796,2.63899333376945,0.00500000000000256
"1",-3.63975773808995,2.51530367105938,0.00600000000000023
"1",-2.31551207133303,2.99881648145004,0.00499999999999901
"1",-0.841174038325306,2.86668261824608,0.00499999999999901
"1",-0.676091018225672,2.3437458186994,0.00799999999999912
"1",0.799534532776102,2.72247211399593,0.0069999999999979
"1",-1.52613909295822,3.88619441136285,0.00600000000000023
"1",-0.51793317707041,1.19452583485403,0.0189999999999984
"1",-2.04149844363681,3.62412958589489,0.00600000000000023
"1",-0.304332210783738,1.71848162584347,0.00600000000000023
"1",-3.73174124501867,3.58659259379191,0.00600000000000023
"1",-2.22876610898869,3.55592398465543,0.00600000000000023
"1",-0.933283843074539,3.21931515651532,0.0069999999999979
"1",-2.63923225383824,2.96302924745648,0.00600000000000023
"1",-2.88579983382093,4.46786428435528,0.00600000000000023
"1",-3.60406301906799,-0.686601160379422,0.00600000000000023
"1",-1.59107333267644,4.27691609510133,0.00900000000000034
"1",-2.63470204238479,4.24226574872289,0.00600000000000023
"1",0.0498214788274681,2.54413541750489,0.0209999999999972
"1",-5.39593277651067,1.66215285497411,0.0069999999999979
"1",-2.8854699522308,2.8226285798597,0.00499999999999901
"1",0.350926572658539,7.31974477638737,0.00799999999999912
"1",-4.01987375648652,3.1625001814001,0.00600000000000023
"1",-1.77878208574418,3.70960084046592,0.00600000000000023
"1",0.270928920233055,4.15175763834735,0.00600000000000023
"1",-1.67742798670976,5.20058827892092,0.00600000000000023
