"","l","h","t"
"1",-0.0357141929755597,2.0669095129515,0.00600000000000023
"1",-2.74719923755901,5.6555092553779,0.00500000000000256
"1",-0.663991850051779,0.946019909010417,0.00399999999999778
"1",-0.249473126030921,2.7076991880521,0.00700000000000145
"1",-1.08516411827848,3.43328143491187,0.00500000000000256
"1",0.0430075104401721,3.33420054084817,0.00499999999999901
"1",-0.763673755087377,1.61982021431709,0.00399999999999778
"1",-1.25256463497497,2.66097934068622,0.00499999999999901
"1",0.393139400769003,3.33451891009412,0.00500000000000256
"1",-0.20442970895337,1.64935975702423,0.00499999999999901
"1",-0.400382933240944,1.29824494090414,0.00499999999999901
"1",-0.888026727916191,3.43597417820892,0.00499999999999901
"1",-0.627621479734578,3.11440588571264,0.0129999999999981
"1",-0.231046639754837,2.23670957156983,0.00500000000000256
"1",-0.347589396575828,2.84550277170732,0.00600000000000023
"1",-1.9631519628807,6.1057143187505,0.00499999999999901
"1",-2.95039784866016,4.44810511444781,0.00400000000000134
"1",-0.802568150198284,1.60155119993378,0.00499999999999901
"1",-0.264016035014236,2.91651203800925,0.00499999999999901
"1",-0.781303830520386,4.96743423582975,0.00600000000000023
"1",-0.182711640482499,1.44012188819985,0.00899999999999679
"1",-0.184356542396284,1.73549959355729,0.00600000000000023
"1",-1.80850499882613,3.85878647769936,0.00500000000000256
"1",-1.99352754160478,5.16232389507733,0.00399999999999778
"1",2.51813084386435,5.44430145962039,0.00499999999999901
"1",0.0954777326677271,1.25429187108181,0.00600000000000023
"1",0.177882117506222,3.90119566429483,0.00600000000000023
"1",-0.37293357702987,2.24264991167132,0.00700000000000145
"1",0.438221198421876,2.7461358844722,0.00600000000000023
"1",-1.04008625712911,2.4448493163057,0.00600000000000023
"1",-0.823226568315221,0.497361870978704,0.00600000000000023
"1",-0.280772822029524,2.85774956783013,0.00599999999999667
"1",-0.241243629987337,2.36118425670708,0.00999999999999801
"1",0.927960417470933,2.33421843860308,0.00799999999999912
"1",-0.831378945373496,3.00774660404579,0.00600000000000023
"1",-0.12394895713714,2.0199912056161,0.00600000000000023
"1",-0.953506024329897,2.83606833898961,0.00600000000000023
"1",-3.04799448228351,4.32859747785222,0.00700000000000145
"1",-0.324496135176126,1.88867805991822,0.00600000000000023
"1",-0.118487389716521,2.40911786724306,0.00500000000000256
"1",-1.60847806826827,3.65549644453975,0.00499999999999901
"1",-0.204563803223095,3.11270083919434,0.00600000000000023
"1",-0.71413982784593,2.38324826352466,0.00600000000000023
"1",-0.960263535062147,0.834753623855773,0.00499999999999901
"1",0.968769320223365,3.77974551687071,0.00600000000000023
"1",-2.98104040950171,4.6396715042118,0.00799999999999912
"1",-2.1060453202315,6.08298603401835,0.00800000000000267
"1",-0.410762612510706,4.7176106459793,0.00600000000000023
