"","V1","V2","V3"
"CI",1.7216796875,2.265625,12930.068
"CI",1.8037109375,2.41796875,14314.608
"CI",1.7890625,2.3642578125,10320.04
"CI",1.7890625,2.3525390625,11958.777
"CI",1.7333984375,2.2880859375,10395.327
"CI",1.859375,2.474609375,12985.149
"CI",1.6015625,2.15625,9864.156
"CI",1.789794921875,2.359375,11856.175
"CI",1.77294921875,2.353515625,10563.048
"CI",1.537841796875,2.10546875,10294.324
"CI",1.900390625,2.49609375,9993.626
"CI",1.797119140625,2.4013671875,17277.33
"CI",1.709228515625,2.3037109375,11134.71
"CI",1.50048828125,2.03125,17186.058
"CI",1.836669921875,2.46484375,14359.754
"CI",1.76416015625,2.3193359375,10749.01
"CI",1.744384765625,2.3115234375,10825.907
"CI",1.741455078125,2.2568359375,10958.844
"CI",1.7421875,2.3056640625,10022.654
"CI",1.7890625,2.3623046875,18074.874
"CI",1.96484375,2.5390625,14176.155
"CI",1.84619140625,2.3623046875,9238.109
"CI",1.77734375,2.3779296875,14148.993
"CI",1.753173828125,2.310546875,16557.554
"CI",1.91943359375,2.51953125,18595.013
"CI",1.8154296875,2.439453125,12054.62
"CI",1.66015625,2.2197265625,10141.023
"CI",1.7802734375,2.3583984375,15849.587
"CI",1.578857421875,2.1337890625,15515.345
"CI",1.6953125,2.2509765625,10768.707
"CI",1.887939453125,2.41796875,11982.122
"CI",1.642578125,2.2041015625,13609.696
"CI",1.600830078125,2.1923828125,16836.328
"CI",1.7099609375,2.2900390625,10025.106
"CI",1.671142578125,2.2919921875,12425.313
"CI",1.647705078125,2.224609375,14921.386
"CI",1.720947265625,2.271484375,10249.908
"CI",1.8125,2.361328125,8853.655
"CI",1.644775390625,2.224609375,11121.123
"CI",1.90625,2.4453125,11265.266
"CI",1.671142578125,2.234375,9497.017
"CI",1.67919921875,2.2197265625,13945.78
"CI",1.607421875,2.1708984375,14179.229
"CI",1.813232421875,2.376953125,11704.466
"CI",1.84765625,2.388671875,11794.505
"CI",1.7392578125,2.3642578125,9612.534
"CI",1.747314453125,2.3076171875,10571.786
"CI",1.701171875,2.1953125,14455.829
"CI",1.7421875,2.3505859375,11867.608
"CI",1.791259765625,2.3125,12194.735
"CI",1.66015625,2.171875,9851.651
"CI",1.67626953125,2.2373046875,9839.353
"CI",1.74658203125,2.3525390625,9063.204
"CI",1.783203125,2.25,10662.231
"CI",1.70703125,2.21484375,10362.066
"CI",1.8154296875,2.3564453125,9157.809
"CI",1.660888671875,2.20703125,13286.545
"CI",1.728271484375,2.2451171875,10827.96
"CI",1.78466796875,2.34765625,12856.735
"CI",1.62646484375,2.212890625,11528.98
"CI",1.751708984375,2.33203125,11212.791
"CI",1.818359375,2.3701171875,12227.264
"CI",1.67333984375,2.251953125,16447.738
"CI",1.908447265625,2.5166015625,12612.58
"CI",1.75390625,2.265625,11085.608
"CI",1.58251953125,2.1298828125,13697.965
"CI",1.666015625,2.1748046875,11695.666
"CI",1.691650390625,2.1865234375,14582.127
"CI",1.725341796875,2.2900390625,16752.291
"CI",1.896728515625,2.515625,14139.422
"CI",1.846923828125,2.4033203125,12032.181
"CI",1.791259765625,2.3359375,12543.638
"CI",1.701171875,2.2607421875,12103.994
"CI",1.771484375,2.337890625,14497.818
"CI",1.728271484375,2.3134765625,12712.45
"CI",1.5400390625,2.09765625,12415.047
"CI",1.756103515625,2.330078125,13683.387
"CI",1.816162109375,2.4384765625,11620.935
"CI",1.58984375,2.078125,14258.051
"CI",1.720947265625,2.298828125,12181.736
"CI",1.767822265625,2.328125,15755.176
"CI",1.7392578125,2.2802734375,9237.948
"CI",1.846923828125,2.4326171875,13585.589
"CI",1.6923828125,2.2529296875,12318.389
"CI",1.7333984375,2.283203125,13251.005
"CI",1.786865234375,2.3759765625,12341.161
"CI",1.797119140625,2.3681640625,10025.68
"CI",1.712890625,2.2958984375,11900.968
"CI",1.66455078125,2.1982421875,12359.209
"CI",1.86376953125,2.431640625,12784.523
"CI",1.80224609375,2.369140625,15707.531
"CI",1.628662109375,2.1904296875,7379.345
"CI",1.672607421875,2.19140625,11266.333
"CI",1.619873046875,2.1904296875,10331.474
"CI",1.677734375,2.2314453125,13460.48
"CI",1.6572265625,2.1865234375,11984.67
"CI",1.776611328125,2.2822265625,14337.063
"CI",1.672607421875,2.212890625,8701.876
"CI",1.729736328125,2.3369140625,11935.025
"CI",1.690185546875,2.2265625,12179.307
"CI",1.72021484375,2.275390625,10843.905
"CI",1.58984375,2.125,12781.76
"CI",1.630859375,2.15625,7531.453
"CI",1.904052734375,2.5390625,12143.543
"CI",1.649169921875,2.1240234375,7719.2
"CI",1.5693359375,2.08203125,10408.913
"CI",1.71142578125,2.228515625,11744.873
"CI",1.776611328125,2.3642578125,10431.513
"CI",1.7451171875,2.3369140625,11904.108
"CI",1.7275390625,2.333984375,13340.713
"CI",1.6455078125,2.1796875,13677.897
"CI",1.77734375,2.38671875,13947.079
"CI",1.696044921875,2.1875,10142.178
"CI",1.782470703125,2.3857421875,13033.638
"CI",1.873291015625,2.4599609375,11152.976
"CI",1.900390625,2.419921875,12471.675
"CI",1.74365234375,2.248046875,11290.266
"CI",1.729736328125,2.29296875,13428.757
"CI",1.66748046875,2.203125,10523.814
"CI",1.6337890625,2.1904296875,11424.888
"CI",1.7392578125,2.3173828125,13836.876
"CI",1.68212890625,2.2255859375,12074.387
"CI",1.508544921875,2.001953125,11361.716
"CI",1.7919921875,2.3427734375,14121.013
"CI",1.7158203125,2.298828125,11133.371
"CI",1.7333984375,2.2646484375,14188.786
"CI",1.685791015625,2.20703125,12242.104
