"100","200","300","400","500","1000","2000","5000"
"1",0.004,0,0.002,0.002,0.017,0.161,0.909,1
"0.8",0.006,0,0.002,0.001,0.009,0.09,0.715,1
"0.6",0.007,0,0.001,0.001,0.006,0.03,0.37,1
"0.4",0.006,0.001,0.001,0,0.006,0.008,0.099,0.964
"0.2",0.004,0.001,0.001,0.001,0.003,0.002,0.01,0.217
"0.1",0.004,0.001,0.002,0.001,0.002,0,0.001,0.012
"0",0.004,0.001,0.003,0.003,0.001,0,0.002,0
