"100","200","300","400","500","1000","2000","5000"
"1",0.002,0.008,0.018,0.063,0.158,0.905,1,1
"0.8",0.001,0.003,0.01,0.03,0.085,0.722,1,1
"0.6",0.001,0.002,0.005,0.01,0.032,0.378,0.994,1
"0.4",0.001,0.001,0.002,0.001,0.017,0.101,0.768,1
"0.2",0.001,0.001,0.001,0,0.003,0.009,0.097,0.954
"0.1",0.002,0,0.001,0,0.001,0.002,0.008,0.211
"0",0.002,0,0,0.001,0.001,0,0.002,0
