"100","200","300","400","500","1000","2000","5000"
"1",1,1,1,1,1,1,1,1
"0.8",1,1,1,1,1,1,1,1
"0.6",1,1,1,1,1,1,1,1
"0.4",0.971,1,1,1,1,1,1,1
"0.2",0.29,0.911,0.994,1,1,1,1,1
"0.1",0.024,0.155,0.345,0.554,0.74,0.998,1,1
"0",0,0.002,0,0,0.001,0,0.001,0.002
