"","V1","V2","V3","V4"
"result.56",0.902347859362957,0.776779577356704,0.908629007115358,0.784372423396101
"result.57",0.908629007115358,0.776779577356704,0.914910154867758,0.784372423396101
"result.58",0.914910154867758,0.776779577356704,0.921191302620157,0.784372423396101
"result.59",0.921191302620157,0.776779577356704,0.927472450372558,0.784372423396101
"result.60",0.927472450372558,0.776779577356704,0.933753598124958,0.784372423396101
"result.61",0.933753598124958,0.776779577356704,0.940034745877358,0.784372423396101
"result.62",0.940034745877358,0.776779577356704,0.946315893629758,0.784372423396101
"result.63",0.946315893629758,0.776779577356704,0.952597041382158,0.784372423396101
"result.64",0.952597041382158,0.776779577356704,0.958878189134558,0.784372423396101
"result.65",0.958878189134558,0.776779577356704,0.965159336886958,0.784372423396101
"result.66",0.965159336886958,0.776779577356704,0.971440484639358,0.784372423396101
"result.67",0.971440484639358,0.776779577356704,0.977721632391758,0.784372423396101
"result.68",0.977721632391758,0.776779577356704,0.984002780144158,0.784372423396101
"result.69",0.984002780144158,0.776779577356704,0.990283927896558,0.784372423396101
"result.70",0.990283927896558,0.776779577356704,0.996565075648958,0.784372423396101
"result.71",0.996565075648958,0.776779577356704,1.00284622340136,0.784372423396101
"result.72",1.00284622340136,0.776779577356704,1.00912737115376,0.784372423396101
"result.153",0.883504416105757,0.784372423396101,0.889785563858158,0.791965269435499
"result.154",0.889785563858158,0.784372423396101,0.896066711610558,0.791965269435499
"result.155",0.896066711610558,0.784372423396101,0.902347859362957,0.791965269435499
"result.156",0.902347859362957,0.784372423396101,0.908629007115358,0.791965269435499
"result.157",0.908629007115358,0.784372423396101,0.914910154867758,0.791965269435499
"result.158",0.914910154867758,0.784372423396101,0.921191302620157,0.791965269435499
"result.159",0.921191302620157,0.784372423396101,0.927472450372558,0.791965269435499
"result.160",0.927472450372558,0.784372423396101,0.933753598124958,0.791965269435499
"result.161",0.933753598124958,0.784372423396101,0.940034745877358,0.791965269435499
"result.162",0.940034745877358,0.784372423396101,0.946315893629758,0.791965269435499
"result.163",0.946315893629758,0.784372423396101,0.952597041382158,0.791965269435499
"result.164",0.952597041382158,0.784372423396101,0.958878189134558,0.791965269435499
"result.165",0.958878189134558,0.784372423396101,0.965159336886958,0.791965269435499
"result.166",0.965159336886958,0.784372423396101,0.971440484639358,0.791965269435499
"result.167",0.971440484639358,0.784372423396101,0.977721632391758,0.791965269435499
"result.168",0.977721632391758,0.784372423396101,0.984002780144158,0.791965269435499
"result.169",0.984002780144158,0.784372423396101,0.990283927896558,0.791965269435499
"result.170",0.990283927896558,0.784372423396101,0.996565075648958,0.791965269435499
"result.171",0.996565075648958,0.784372423396101,1.00284622340136,0.791965269435499
"result.172",1.00284622340136,0.784372423396101,1.00912737115376,0.791965269435499
"result.173",1.00912737115376,0.784372423396101,1.01540851890616,0.791965269435499
"result.174",1.01540851890616,0.784372423396101,1.02168966665856,0.791965269435499
"result.175",1.02168966665856,0.784372423396101,1.02797081441096,0.791965269435499
"result.176",1.02797081441096,0.784372423396101,1.03425196216336,0.791965269435499
"result.250",0.864660972848557,0.791965269435499,0.870942120600957,0.799558115474896
"result.251",0.870942120600957,0.791965269435499,0.877223268353357,0.799558115474896
"result.252",0.877223268353357,0.791965269435499,0.883504416105757,0.799558115474896
"result.253",0.883504416105757,0.791965269435499,0.889785563858158,0.799558115474896
"result.254",0.889785563858158,0.791965269435499,0.896066711610558,0.799558115474896
"result.255",0.896066711610558,0.791965269435499,0.902347859362957,0.799558115474896
"result.256",0.902347859362957,0.791965269435499,0.908629007115358,0.799558115474896
"result.257",0.908629007115358,0.791965269435499,0.914910154867758,0.799558115474896
"result.258",0.914910154867758,0.791965269435499,0.921191302620157,0.799558115474896
"result.259",0.921191302620157,0.791965269435499,0.927472450372558,0.799558115474896
"result.260",0.927472450372558,0.791965269435499,0.933753598124958,0.799558115474896
"result.261",0.933753598124958,0.791965269435499,0.940034745877358,0.799558115474896
"result.262",0.940034745877358,0.791965269435499,0.946315893629758,0.799558115474896
"result.263",0.946315893629758,0.791965269435499,0.952597041382158,0.799558115474896
"result.264",0.952597041382158,0.791965269435499,0.958878189134558,0.799558115474896
"result.265",0.958878189134558,0.791965269435499,0.965159336886958,0.799558115474896
"result.266",0.965159336886958,0.791965269435499,0.971440484639358,0.799558115474896
"result.267",0.971440484639358,0.791965269435499,0.977721632391758,0.799558115474896
"result.268",0.977721632391758,0.791965269435499,0.984002780144158,0.799558115474896
"result.269",0.984002780144158,0.791965269435499,0.990283927896558,0.799558115474896
"result.270",0.990283927896558,0.791965269435499,0.996565075648958,0.799558115474896
"result.271",0.996565075648958,0.791965269435499,1.00284622340136,0.799558115474896
"result.272",1.00284622340136,0.791965269435499,1.00912737115376,0.799558115474896
"result.273",1.00912737115376,0.791965269435499,1.01540851890616,0.799558115474896
"result.274",1.01540851890616,0.791965269435499,1.02168966665856,0.799558115474896
"result.275",1.02168966665856,0.791965269435499,1.02797081441096,0.799558115474896
"result.276",1.02797081441096,0.791965269435499,1.03425196216336,0.799558115474896
"result.277",1.03425196216336,0.791965269435499,1.04053310991576,0.799558115474896
"result.278",1.04053310991576,0.791965269435499,1.04681425766816,0.799558115474896
"result.348",0.852098677343757,0.799558115474896,0.858379825096157,0.807150961514294
"result.349",0.858379825096157,0.799558115474896,0.864660972848557,0.807150961514294
"result.350",0.864660972848557,0.799558115474896,0.870942120600957,0.807150961514294
"result.351",0.870942120600957,0.799558115474896,0.877223268353357,0.807150961514294
"result.352",0.877223268353357,0.799558115474896,0.883504416105757,0.807150961514294
"result.353",0.883504416105757,0.799558115474896,0.889785563858158,0.807150961514294
"result.354",0.889785563858158,0.799558115474896,0.896066711610558,0.807150961514294
"result.355",0.896066711610558,0.799558115474896,0.902347859362957,0.807150961514294
"result.356",0.902347859362957,0.799558115474896,0.908629007115358,0.807150961514294
"result.357",0.908629007115358,0.799558115474896,0.914910154867758,0.807150961514294
"result.358",0.914910154867758,0.799558115474896,0.921191302620157,0.807150961514294
"result.359",0.921191302620157,0.799558115474896,0.927472450372558,0.807150961514294
"result.360",0.927472450372558,0.799558115474896,0.933753598124958,0.807150961514294
"result.361",0.933753598124958,0.799558115474896,0.940034745877358,0.807150961514294
"result.362",0.940034745877358,0.799558115474896,0.946315893629758,0.807150961514294
"result.363",0.946315893629758,0.799558115474896,0.952597041382158,0.807150961514294
"result.364",0.952597041382158,0.799558115474896,0.958878189134558,0.807150961514294
"result.365",0.958878189134558,0.799558115474896,0.965159336886958,0.807150961514294
"result.366",0.965159336886958,0.799558115474896,0.971440484639358,0.807150961514294
"result.367",0.971440484639358,0.799558115474896,0.977721632391758,0.807150961514294
"result.368",0.977721632391758,0.799558115474896,0.984002780144158,0.807150961514294
"result.369",0.984002780144158,0.799558115474896,0.990283927896558,0.807150961514294
"result.370",0.990283927896558,0.799558115474896,0.996565075648958,0.807150961514294
"result.371",0.996565075648958,0.799558115474896,1.00284622340136,0.807150961514294
"result.372",1.00284622340136,0.799558115474896,1.00912737115376,0.807150961514294
"result.373",1.00912737115376,0.799558115474896,1.01540851890616,0.807150961514294
"result.374",1.01540851890616,0.799558115474896,1.02168966665856,0.807150961514294
"result.375",1.02168966665856,0.799558115474896,1.02797081441096,0.807150961514294
"result.376",1.02797081441096,0.799558115474896,1.03425196216336,0.807150961514294
"result.377",1.03425196216336,0.799558115474896,1.04053310991576,0.807150961514294
"result.378",1.04053310991576,0.799558115474896,1.04681425766816,0.807150961514294
"result.379",1.04681425766816,0.799558115474896,1.05309540542056,0.807150961514294
"result.380",1.05309540542056,0.799558115474896,1.05937655317296,0.807150961514294
"result.445",0.833255234086557,0.807150961514294,0.839536381838957,0.814743807553691
"result.446",0.839536381838957,0.807150961514294,0.845817529591357,0.814743807553691
"result.447",0.845817529591357,0.807150961514294,0.852098677343757,0.814743807553691
"result.448",0.852098677343757,0.807150961514294,0.858379825096157,0.814743807553691
"result.449",0.858379825096157,0.807150961514294,0.864660972848557,0.814743807553691
"result.450",0.864660972848557,0.807150961514294,0.870942120600957,0.814743807553691
"result.451",0.870942120600957,0.807150961514294,0.877223268353357,0.814743807553691
"result.452",0.877223268353357,0.807150961514294,0.883504416105757,0.814743807553691
"result.453",0.883504416105757,0.807150961514294,0.889785563858158,0.814743807553691
"result.454",0.889785563858158,0.807150961514294,0.896066711610558,0.814743807553691
"result.455",0.896066711610558,0.807150961514294,0.902347859362957,0.814743807553691
"result.456",0.902347859362957,0.807150961514294,0.908629007115358,0.814743807553691
"result.457",0.908629007115358,0.807150961514294,0.914910154867758,0.814743807553691
"result.458",0.914910154867758,0.807150961514294,0.921191302620157,0.814743807553691
"result.459",0.921191302620157,0.807150961514294,0.927472450372558,0.814743807553691
"result.460",0.927472450372558,0.807150961514294,0.933753598124958,0.814743807553691
"result.461",0.933753598124958,0.807150961514294,0.940034745877358,0.814743807553691
"result.462",0.940034745877358,0.807150961514294,0.946315893629758,0.814743807553691
"result.463",0.946315893629758,0.807150961514294,0.952597041382158,0.814743807553691
"result.464",0.952597041382158,0.807150961514294,0.958878189134558,0.814743807553691
"result.465",0.958878189134558,0.807150961514294,0.965159336886958,0.814743807553691
"result.466",0.965159336886958,0.807150961514294,0.971440484639358,0.814743807553691
"result.467",0.971440484639358,0.807150961514294,0.977721632391758,0.814743807553691
"result.468",0.977721632391758,0.807150961514294,0.984002780144158,0.814743807553691
"result.469",0.984002780144158,0.807150961514294,0.990283927896558,0.814743807553691
"result.470",0.990283927896558,0.807150961514294,0.996565075648958,0.814743807553691
"result.471",0.996565075648958,0.807150961514294,1.00284622340136,0.814743807553691
"result.472",1.00284622340136,0.807150961514294,1.00912737115376,0.814743807553691
"result.473",1.00912737115376,0.807150961514294,1.01540851890616,0.814743807553691
"result.474",1.01540851890616,0.807150961514294,1.02168966665856,0.814743807553691
"result.475",1.02168966665856,0.807150961514294,1.02797081441096,0.814743807553691
"result.476",1.02797081441096,0.807150961514294,1.03425196216336,0.814743807553691
"result.477",1.03425196216336,0.807150961514294,1.04053310991576,0.814743807553691
"result.478",1.04053310991576,0.807150961514294,1.04681425766816,0.814743807553691
"result.479",1.04681425766816,0.807150961514294,1.05309540542056,0.814743807553691
"result.480",1.05309540542056,0.807150961514294,1.05937655317296,0.814743807553691
"result.481",1.05937655317296,0.807150961514294,1.06565770092536,0.814743807553691
"result.482",1.06565770092536,0.807150961514294,1.07193884867776,0.814743807553691
"result.543",0.820692938581757,0.814743807553691,0.826974086334157,0.822336653593089
"result.544",0.826974086334157,0.814743807553691,0.833255234086557,0.822336653593089
"result.545",0.833255234086557,0.814743807553691,0.839536381838957,0.822336653593089
"result.546",0.839536381838957,0.814743807553691,0.845817529591357,0.822336653593089
"result.547",0.845817529591357,0.814743807553691,0.852098677343757,0.822336653593089
"result.548",0.852098677343757,0.814743807553691,0.858379825096157,0.822336653593089
"result.549",0.858379825096157,0.814743807553691,0.864660972848557,0.822336653593089
"result.550",0.864660972848557,0.814743807553691,0.870942120600957,0.822336653593089
"result.551",0.870942120600957,0.814743807553691,0.877223268353357,0.822336653593089
"result.552",0.877223268353357,0.814743807553691,0.883504416105757,0.822336653593089
"result.553",0.883504416105757,0.814743807553691,0.889785563858158,0.822336653593089
"result.554",0.889785563858158,0.814743807553691,0.896066711610558,0.822336653593089
"result.555",0.896066711610558,0.814743807553691,0.902347859362957,0.822336653593089
"result.556",0.902347859362957,0.814743807553691,0.908629007115358,0.822336653593089
"result.557",0.908629007115358,0.814743807553691,0.914910154867758,0.822336653593089
"result.558",0.914910154867758,0.814743807553691,0.921191302620157,0.822336653593089
"result.559",0.921191302620157,0.814743807553691,0.927472450372558,0.822336653593089
